epoch,accuracy,loss,lr,top3_acc,top5_acc,val_accuracy,val_loss,val_oma,val_top3_acc,val_top5_acc
0,0.49369877576828003,0.11275520920753479,0.001,0.6563313603401184,0.7232618927955627,0.5171179175376892,0.050140008330345154,0.947795,0.6898972392082214,0.7602090835571289
