arquivo,adversario,n_tracos,jogada_num,fase,n_grau3,aresta_cnn,score_cnn,arestas_corretas,score_otimo
cnn1_partida190_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,H_6_1,2
cnn1_partida191_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn1_partida192_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_4,2
cnn1_partida196_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn1_partida199_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida003_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida005_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida006_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida007_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida009_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,H_6_5,2
cnn2_partida011_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,H_6_1,2
cnn2_partida012_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida014_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,V_5_4,2
cnn2_partida016_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida017_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida018_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_4,2
cnn2_partida019_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,H_6_5,2
cnn2_partida021_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,H_2_5,2
cnn2_partida023_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,V_5_4,2
cnn2_partida024_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida026_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida027_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida028_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,V_5_4,2
cnn2_partida029_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_2,2
cnn2_partida030_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,V_1_2,2
cnn2_partida031_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,V_1_2,2
cnn2_partida032_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,H_6_1,2
cnn2_partida034_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida035_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,H_2_5,2
cnn2_partida036_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida037_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida040_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,H_4_5,2
cnn2_partida042_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,V_3_4,2
cnn2_partida043_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida044_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,H_6_5,2
cnn2_partida045_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,V_7_4,2
cnn2_partida047_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida048_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_2,2
cnn2_partida049_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida050_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,V_3_4,2
cnn2_partida051_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida052_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,V_7_4,2
cnn2_partida053_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,H_2_5,2
cnn2_partida058_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_4_1,2
cnn2_partida059_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida061_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida063_jogada029.md,Minimax(p=3),28,29,Final (26-31),2,H_2_3,-4,V_1_4|V_3_4,4
cnn2_partida064_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida065_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida066_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_0,-2,H_6_1,2
cnn2_partida068_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_4_1,2
cnn2_partida071_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,H_6_1,2
cnn2_partida072_jogada020.md,Minimax(p=3),19,20,2ª Metade (18-25),2,H_2_5,-1,V_1_4|V_3_4,1
cnn2_partida072_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida075_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida078_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_1,-2,H_6_1,2
cnn2_partida080_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida081_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida082_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_4_1,2
cnn2_partida083_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida084_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida085_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida088_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida089_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida090_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida091_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida092_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida093_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,H_6_1,2
cnn2_partida095_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_1,-2,H_6_1,2
cnn2_partida096_jogada022.md,Minimax(p=3),21,22,2ª Metade (18-25),2,V_3_4,-1,H_4_3|H_4_5,1
cnn2_partida096_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida097_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_4_1,2
cnn2_partida098_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida099_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_2,2
cnn2_partida101_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida103_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida104_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_4,2
cnn2_partida106_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_0,-2,H_6_1,2
cnn2_partida109_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida110_jogada029.md,Minimax(p=3),28,29,Final (26-31),2,H_2_3,-4,V_1_4|V_3_4,4
cnn2_partida112_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida114_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida115_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,H_6_1,2
cnn2_partida116_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_2_1,2
cnn2_partida117_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida118_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida119_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida120_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida121_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,V_7_2,2
cnn2_partida124_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_6,-2,H_4_5,2
cnn2_partida125_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida126_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,V_7_4,2
cnn2_partida127_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida128_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida129_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida130_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida132_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,V_1_2,2
cnn2_partida135_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida136_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,V_7_2,2
cnn2_partida137_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida138_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida140_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida141_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_1,-2,H_2_1,2
cnn2_partida142_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_4_1,2
cnn2_partida143_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_1,-2,V_7_2,2
cnn2_partida144_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,H_2_3,2
cnn2_partida145_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida146_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_0,-2,H_6_1,2
cnn2_partida147_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida149_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,H_2_5,2
cnn2_partida150_jogada029.md,Minimax(p=3),28,29,Final (26-31),2,H_2_5,-4,V_1_4|V_3_4,4
cnn2_partida151_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_3,-2,V_1_4,2
cnn2_partida153_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida154_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida155_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida156_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida158_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida160_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,V_3_2,2
cnn2_partida163_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida166_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,H_4_5,2
cnn2_partida168_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida169_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida170_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,V_7_4,2
cnn2_partida171_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,H_4_5,2
cnn2_partida172_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_0,-2,H_2_1,2
cnn2_partida173_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,H_4_1,2
cnn2_partida174_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_0,-2,V_3_2,2
cnn2_partida175_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_1,-2,V_7_2,2
cnn2_partida176_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida177_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida178_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_1,-2,H_6_1,2
cnn2_partida179_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida180_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,V_7_2,2
cnn2_partida181_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_1_6,-2,V_1_4,2
cnn2_partida182_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida184_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,V_3_4,2
cnn2_partida186_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,H_6_5,2
cnn2_partida187_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_1,-2,H_6_1,2
cnn2_partida188_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,H_6_5,2
cnn2_partida190_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_5_0,-2,H_6_1,2
cnn2_partida191_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_6,-2,H_6_5,2
cnn2_partida192_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida193_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_0_5,-2,V_1_4,2
cnn2_partida194_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_3,-2,H_6_3,2
cnn2_partida195_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_3_6,-2,V_3_4,2
cnn2_partida196_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,H_8_5,-2,V_7_4,2
cnn2_partida198_jogada030.md,Minimax(p=3),29,30,Final (26-31),1,V_7_0,-2,V_7_2,2
