partida_idx,adversario,cnn_primeiro,numero_jogada,n_tracos_antes,jogada_cnn,jogada_otima,score_cnn,score_otimo,delta,cnn_jogou_otima,n_grau3_disponivel,fase,classe_delta,retrato_path
2,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0002/jogada001_cnn_t00_d0_inocua.png
2,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0002/jogada003_cnn_t02_d0_inocua.png
2,Minimax(p=3),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0002/jogada005_cnn_t04_d0_inocua.png
2,Minimax(p=3),1,7,6,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0002/jogada007_cnn_t06_d0_inocua.png
2,Minimax(p=3),1,9,8,H_2_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0002/jogada009_cnn_t08_d0_inocua.png
2,Minimax(p=3),1,11,10,H_6_5,H_0_5,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0002/jogada011_cnn_t10_d0_inocua.png
2,Minimax(p=3),1,13,12,V_5_6,H_0_5,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0002/jogada013_cnn_t12_d0_inocua.png
2,Minimax(p=3),1,15,14,V_3_2,H_4_1,-2,0,2,0,0,meio,moderada,Minimax_p_3/cnn1_partida0002/jogada015_cnn_t14_d2_moderada.png
2,Minimax(p=3),1,17,16,H_8_1,H_8_1,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0002/jogada017_cnn_t16_d0_inocua.png
2,Minimax(p=3),1,19,18,V_7_6,V_7_6,0,0,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0002/jogada019_cnn_t18_d0_inocua.png
2,Minimax(p=3),1,20,19,H_4_5,V_3_4,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0002/jogada020_cnn_t19_d0_inocua.png
2,Minimax(p=3),1,25,24,H_8_3,H_6_1,7,7,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0002/jogada025_cnn_t24_d0_inocua.png
2,Minimax(p=3),1,26,25,H_6_1,H_6_1,6,6,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0002/jogada026_cnn_t25_d0_inocua.png
2,Minimax(p=3),1,27,26,H_4_1,H_4_1,5,5,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0002/jogada027_cnn_t26_d0_inocua.png
2,Minimax(p=3),1,28,27,H_2_1,H_2_1,4,4,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0002/jogada028_cnn_t27_d0_inocua.png
2,Minimax(p=3),1,29,28,V_1_2,V_1_2,3,3,0,1,1,fim,inocua,Minimax_p_3/cnn1_partida0002/jogada029_cnn_t28_d0_inocua.png
2,Minimax(p=3),1,30,29,H_0_5,V_1_4,-2,2,4,0,1,fim,fatal,Minimax_p_3/cnn1_partida0002/jogada030_cnn_t29_d4_fatal.png
6,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0006/jogada001_cnn_t00_d0_inocua.png
6,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0006/jogada003_cnn_t02_d0_inocua.png
6,Minimax(p=3),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0006/jogada005_cnn_t04_d0_inocua.png
6,Minimax(p=3),1,7,6,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0006/jogada007_cnn_t06_d0_inocua.png
6,Minimax(p=3),1,9,8,V_3_2,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0006/jogada009_cnn_t08_d0_inocua.png
6,Minimax(p=3),1,11,10,V_5_6,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada011_cnn_t10_d0_inocua.png
6,Minimax(p=3),1,13,12,H_2_3,V_3_0,0,1,1,0,0,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada013_cnn_t12_d1_inocua.png
6,Minimax(p=3),1,15,14,V_1_6,V_1_2,-1,3,4,0,0,meio,fatal,Minimax_p_3/cnn1_partida0006/jogada015_cnn_t14_d4_fatal.png
6,Minimax(p=3),1,17,16,H_4_1,H_4_1,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada017_cnn_t16_d0_inocua.png
6,Minimax(p=3),1,20,19,V_5_4,V_3_4,9,9,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada020_cnn_t19_d0_inocua.png
6,Minimax(p=3),1,21,20,H_6_5,V_3_4,8,8,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada021_cnn_t20_d0_inocua.png
6,Minimax(p=3),1,22,21,H_8_5,V_3_4,6,6,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada022_cnn_t21_d0_inocua.png
6,Minimax(p=3),1,23,22,V_3_4,V_3_4,4,4,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada023_cnn_t22_d0_inocua.png
6,Minimax(p=3),1,24,23,H_2_5,H_2_5,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada024_cnn_t23_d0_inocua.png
6,Minimax(p=3),1,25,24,V_1_4,V_1_4,2,2,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0006/jogada025_cnn_t24_d0_inocua.png
6,Minimax(p=3),1,26,25,V_1_2,V_1_2,1,1,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0006/jogada026_cnn_t25_d0_inocua.png
6,Minimax(p=3),1,27,26,H_2_1,H_2_1,0,0,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0006/jogada027_cnn_t26_d0_inocua.png
6,Minimax(p=3),1,28,27,V_3_0,V_3_0,-1,-1,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0006/jogada028_cnn_t27_d0_inocua.png
6,Minimax(p=3),1,29,28,V_7_2,V_7_0,-2,-2,0,1,0,fim,inocua,Minimax_p_3/cnn1_partida0006/jogada029_cnn_t28_d0_inocua.png
7,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0007/jogada001_cnn_t00_d0_inocua.png
7,Minimax(p=3),1,3,2,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0007/jogada003_cnn_t02_d0_inocua.png
7,Minimax(p=3),1,5,4,V_3_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0007/jogada005_cnn_t04_d0_inocua.png
7,Minimax(p=3),1,7,6,H_2_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0007/jogada007_cnn_t06_d0_inocua.png
7,Minimax(p=3),1,9,8,V_5_4,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0007/jogada009_cnn_t08_d0_inocua.png
7,Minimax(p=3),1,11,10,V_1_0,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0007/jogada011_cnn_t10_d0_inocua.png
7,Minimax(p=3),1,13,12,V_7_2,H_0_3,-2,1,3,0,0,meio,moderada,Minimax_p_3/cnn1_partida0007/jogada013_cnn_t12_d3_moderada.png
7,Minimax(p=3),1,15,14,V_7_4,H_2_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0007/jogada015_cnn_t14_d0_inocua.png
7,Minimax(p=3),1,17,16,V_5_0,V_1_2,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0007/jogada017_cnn_t16_d0_inocua.png
7,Minimax(p=3),1,21,20,H_8_3,H_4_3,-4,-4,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0007/jogada021_cnn_t20_d0_inocua.png
7,Minimax(p=3),1,22,21,H_4_3,H_4_3,-6,-6,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0007/jogada022_cnn_t21_d0_inocua.png
7,Minimax(p=3),1,23,22,H_6_5,V_1_2,-8,-8,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0007/jogada023_cnn_t22_d0_inocua.png
1,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0001/jogada001_cnn_t00_d0_inocua.png
1,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0001/jogada003_cnn_t02_d0_inocua.png
1,Minimax(p=3),1,5,4,V_1_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0001/jogada005_cnn_t04_d0_inocua.png
1,Minimax(p=3),1,7,6,H_2_5,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0001/jogada007_cnn_t06_d0_inocua.png
1,Minimax(p=3),1,9,8,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0001/jogada009_cnn_t08_d0_inocua.png
1,Minimax(p=3),1,11,10,V_7_6,V_3_0,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada011_cnn_t10_d0_inocua.png
1,Minimax(p=3),1,13,12,H_8_3,V_7_2,-1,0,1,0,0,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada013_cnn_t12_d1_inocua.png
1,Minimax(p=3),1,15,14,H_8_1,V_3_0,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada015_cnn_t14_d0_inocua.png
1,Minimax(p=3),1,17,16,H_2_1,V_1_0,-1,-1,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada017_cnn_t16_d0_inocua.png
1,Minimax(p=3),1,20,19,H_6_5,H_6_5,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada020_cnn_t19_d0_inocua.png
1,Minimax(p=3),1,21,20,V_1_4,V_1_4,3,3,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada021_cnn_t20_d0_inocua.png
1,Minimax(p=3),1,25,24,V_5_4,V_5_4,8,8,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0001/jogada025_cnn_t24_d0_inocua.png
1,Minimax(p=3),1,26,25,V_7_2,H_4_5,7,7,0,1,2,transicao,inocua,Minimax_p_3/cnn1_partida0001/jogada026_cnn_t25_d0_inocua.png
1,Minimax(p=3),1,27,26,H_4_5,H_4_5,6,6,0,1,2,transicao,inocua,Minimax_p_3/cnn1_partida0001/jogada027_cnn_t26_d0_inocua.png
1,Minimax(p=3),1,28,27,H_6_1,V_3_4,5,5,0,1,2,transicao,inocua,Minimax_p_3/cnn1_partida0001/jogada028_cnn_t27_d0_inocua.png
1,Minimax(p=3),1,29,28,H_4_1,V_3_4,4,4,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0001/jogada029_cnn_t28_d0_inocua.png
1,Minimax(p=3),1,30,29,V_3_2,V_3_2,3,3,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0001/jogada030_cnn_t29_d0_inocua.png
1,Minimax(p=3),1,31,30,V_3_4,V_3_4,2,2,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0001/jogada031_cnn_t30_d0_inocua.png
11,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0011/jogada001_cnn_t00_d0_inocua.png
11,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0011/jogada003_cnn_t02_d0_inocua.png
11,Minimax(p=3),1,5,4,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0011/jogada005_cnn_t04_d0_inocua.png
11,Minimax(p=3),1,7,6,H_2_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0011/jogada007_cnn_t06_d0_inocua.png
11,Minimax(p=3),1,9,8,V_3_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0011/jogada009_cnn_t08_d0_inocua.png
11,Minimax(p=3),1,11,10,H_6_5,H_0_5,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0011/jogada011_cnn_t10_d0_inocua.png
11,Minimax(p=3),1,13,12,H_2_3,V_1_4,-2,0,2,0,0,meio,moderada,Minimax_p_3/cnn1_partida0011/jogada013_cnn_t12_d2_moderada.png
11,Minimax(p=3),1,15,14,V_3_2,V_3_0,-1,1,2,0,0,meio,moderada,Minimax_p_3/cnn1_partida0011/jogada015_cnn_t14_d2_moderada.png
11,Minimax(p=3),1,17,16,H_4_1,H_0_5,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0011/jogada017_cnn_t16_d0_inocua.png
11,Minimax(p=3),1,22,21,V_7_4,H_4_3,4,4,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0011/jogada022_cnn_t21_d0_inocua.png
11,Minimax(p=3),1,23,22,H_8_5,H_4_3,4,4,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0011/jogada023_cnn_t22_d0_inocua.png
11,Minimax(p=3),1,24,23,H_4_3,H_4_3,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0011/jogada024_cnn_t23_d0_inocua.png
11,Minimax(p=3),1,25,24,V_3_4,V_3_4,2,2,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0011/jogada025_cnn_t24_d0_inocua.png
11,Minimax(p=3),1,26,25,V_5_6,V_5_6,1,1,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0011/jogada026_cnn_t25_d0_inocua.png
11,Minimax(p=3),1,29,28,H_0_5,H_0_5,3,3,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0011/jogada029_cnn_t28_d0_inocua.png
11,Minimax(p=3),1,30,29,V_1_0,V_1_2,-2,2,4,0,1,fim,fatal,Minimax_p_3/cnn1_partida0011/jogada030_cnn_t29_d4_fatal.png
4,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0004/jogada001_cnn_t00_d0_inocua.png
4,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0004/jogada003_cnn_t02_d0_inocua.png
4,Minimax(p=3),1,5,4,H_2_5,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0004/jogada005_cnn_t04_d0_inocua.png
4,Minimax(p=3),1,7,6,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0004/jogada007_cnn_t06_d0_inocua.png
4,Minimax(p=3),1,9,8,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0004/jogada009_cnn_t08_d0_inocua.png
4,Minimax(p=3),1,11,10,V_3_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada011_cnn_t10_d0_inocua.png
4,Minimax(p=3),1,13,12,V_7_2,H_8_3,-2,0,2,0,0,meio,moderada,Minimax_p_3/cnn1_partida0004/jogada013_cnn_t12_d2_moderada.png
4,Minimax(p=3),1,15,14,H_6_5,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada015_cnn_t14_d0_inocua.png
4,Minimax(p=3),1,17,16,H_8_3,H_0_3,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada017_cnn_t16_d0_inocua.png
4,Minimax(p=3),1,21,20,H_4_1,H_4_1,3,3,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada021_cnn_t20_d0_inocua.png
4,Minimax(p=3),1,22,21,H_2_1,H_2_1,3,3,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada022_cnn_t21_d0_inocua.png
4,Minimax(p=3),1,23,22,V_1_0,V_1_0,4,4,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada023_cnn_t22_d0_inocua.png
4,Minimax(p=3),1,24,23,V_7_0,V_7_0,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada024_cnn_t23_d0_inocua.png
4,Minimax(p=3),1,25,24,V_1_4,V_1_4,2,2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0004/jogada025_cnn_t24_d0_inocua.png
4,Minimax(p=3),1,29,28,V_5_4,V_3_4,4,4,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0004/jogada029_cnn_t28_d0_inocua.png
4,Minimax(p=3),1,30,29,H_4_3,V_3_4,3,3,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0004/jogada030_cnn_t29_d0_inocua.png
4,Minimax(p=3),1,31,30,V_3_4,V_3_4,2,2,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0004/jogada031_cnn_t30_d0_inocua.png
5,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0005/jogada001_cnn_t00_d0_inocua.png
5,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0005/jogada003_cnn_t02_d0_inocua.png
5,Minimax(p=3),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0005/jogada005_cnn_t04_d0_inocua.png
5,Minimax(p=3),1,7,6,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0005/jogada007_cnn_t06_d0_inocua.png
5,Minimax(p=3),1,9,8,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0005/jogada009_cnn_t08_d0_inocua.png
5,Minimax(p=3),1,11,10,V_1_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0005/jogada011_cnn_t10_d0_inocua.png
5,Minimax(p=3),1,13,12,V_5_4,H_4_1,-2,0,2,0,0,meio,moderada,Minimax_p_3/cnn1_partida0005/jogada013_cnn_t12_d2_moderada.png
5,Minimax(p=3),1,15,14,V_3_4,H_0_3,-3,1,4,0,0,meio,fatal,Minimax_p_3/cnn1_partida0005/jogada015_cnn_t14_d4_fatal.png
5,Minimax(p=3),1,17,16,H_2_5,H_0_3,-3,-3,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0005/jogada017_cnn_t16_d0_inocua.png
5,Minimax(p=3),1,23,22,H_6_3,H_2_3,4,4,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0005/jogada023_cnn_t22_d0_inocua.png
5,Minimax(p=3),1,24,23,H_8_3,H_8_3,3,3,0,1,2,meio,inocua,Minimax_p_3/cnn1_partida0005/jogada024_cnn_t23_d0_inocua.png
5,Minimax(p=3),1,25,24,H_0_3,H_0_3,2,2,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0005/jogada025_cnn_t24_d0_inocua.png
5,Minimax(p=3),1,28,27,V_1_0,V_1_0,4,4,0,1,2,transicao,inocua,Minimax_p_3/cnn1_partida0005/jogada028_cnn_t27_d0_inocua.png
5,Minimax(p=3),1,29,28,H_4_1,H_4_1,3,3,0,1,1,fim,inocua,Minimax_p_3/cnn1_partida0005/jogada029_cnn_t28_d0_inocua.png
5,Minimax(p=3),1,30,29,V_7_0,H_6_1,-2,2,4,0,1,fim,fatal,Minimax_p_3/cnn1_partida0005/jogada030_cnn_t29_d4_fatal.png
10,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0010/jogada001_cnn_t00_d0_inocua.png
10,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0010/jogada003_cnn_t02_d0_inocua.png
10,Minimax(p=3),1,5,4,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0010/jogada005_cnn_t04_d0_inocua.png
10,Minimax(p=3),1,7,6,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0010/jogada007_cnn_t06_d0_inocua.png
10,Minimax(p=3),1,9,8,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0010/jogada009_cnn_t08_d0_inocua.png
10,Minimax(p=3),1,11,10,V_3_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0010/jogada011_cnn_t10_d0_inocua.png
10,Minimax(p=3),1,13,12,V_7_2,H_0_3,-2,0,2,0,0,meio,moderada,Minimax_p_3/cnn1_partida0010/jogada013_cnn_t12_d2_moderada.png
10,Minimax(p=3),1,15,14,H_2_3,H_0_3,1,1,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0010/jogada015_cnn_t14_d0_inocua.png
10,Minimax(p=3),1,17,16,V_1_4,V_1_4,2,2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0010/jogada017_cnn_t16_d0_inocua.png
10,Minimax(p=3),1,21,20,H_2_1,H_2_1,4,4,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0010/jogada021_cnn_t20_d0_inocua.png
10,Minimax(p=3),1,22,21,H_4_1,H_4_1,4,4,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0010/jogada022_cnn_t21_d0_inocua.png
10,Minimax(p=3),1,23,22,V_7_0,V_7_0,4,4,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0010/jogada023_cnn_t22_d0_inocua.png
10,Minimax(p=3),1,26,25,H_6_5,H_6_5,6,6,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0010/jogada026_cnn_t25_d0_inocua.png
10,Minimax(p=3),1,27,26,H_4_5,H_4_5,5,5,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0010/jogada027_cnn_t26_d0_inocua.png
10,Minimax(p=3),1,28,27,V_3_4,V_3_4,4,4,0,1,1,transicao,inocua,Minimax_p_3/cnn1_partida0010/jogada028_cnn_t27_d0_inocua.png
10,Minimax(p=3),1,29,28,H_4_3,H_4_3,3,3,0,1,1,fim,inocua,Minimax_p_3/cnn1_partida0010/jogada029_cnn_t28_d0_inocua.png
10,Minimax(p=3),1,30,29,H_8_3,H_6_3,-2,2,4,0,1,fim,fatal,Minimax_p_3/cnn1_partida0010/jogada030_cnn_t29_d4_fatal.png
8,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0008/jogada001_cnn_t00_d0_inocua.png
8,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0008/jogada003_cnn_t02_d0_inocua.png
8,Minimax(p=3),1,5,4,V_3_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0008/jogada005_cnn_t04_d0_inocua.png
8,Minimax(p=3),1,7,6,V_5_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0008/jogada007_cnn_t06_d0_inocua.png
8,Minimax(p=3),1,9,8,H_2_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0008/jogada009_cnn_t08_d0_inocua.png
8,Minimax(p=3),1,11,10,V_3_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0008/jogada011_cnn_t10_d0_inocua.png
8,Minimax(p=3),1,13,12,V_7_4,V_3_0,0,1,1,0,0,meio,inocua,Minimax_p_3/cnn1_partida0008/jogada013_cnn_t12_d1_inocua.png
8,Minimax(p=3),1,15,14,H_0_3,H_0_1,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0008/jogada015_cnn_t14_d0_inocua.png
8,Minimax(p=3),1,17,16,V_7_0,H_0_1,-4,-4,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0008/jogada017_cnn_t16_d0_inocua.png
8,Minimax(p=3),1,19,18,V_7_6,V_7_6,-6,-6,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0008/jogada019_cnn_t18_d0_inocua.png
8,Minimax(p=3),1,20,19,H_0_1,H_0_1,-8,-8,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0008/jogada020_cnn_t19_d0_inocua.png
9,Minimax(p=3),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0009/jogada001_cnn_t00_d0_inocua.png
9,Minimax(p=3),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0009/jogada003_cnn_t02_d0_inocua.png
9,Minimax(p=3),1,5,4,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0009/jogada005_cnn_t04_d0_inocua.png
9,Minimax(p=3),1,7,6,V_3_6,H_0_5,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0009/jogada007_cnn_t06_d0_inocua.png
9,Minimax(p=3),1,9,8,H_0_5,H_0_5,0,0,0,1,0,abertura,inocua,Minimax_p_3/cnn1_partida0009/jogada009_cnn_t08_d0_inocua.png
9,Minimax(p=3),1,11,10,V_5_6,V_1_6,0,0,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada011_cnn_t10_d0_inocua.png
9,Minimax(p=3),1,13,12,V_7_2,V_1_6,-1,0,1,0,0,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada013_cnn_t12_d1_inocua.png
9,Minimax(p=3),1,15,14,H_6_3,H_2_3,0,1,1,0,0,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada015_cnn_t14_d1_inocua.png
9,Minimax(p=3),1,17,16,V_1_6,V_1_6,-2,-2,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada017_cnn_t16_d0_inocua.png
9,Minimax(p=3),1,19,18,H_2_1,H_2_1,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada019_cnn_t18_d0_inocua.png
9,Minimax(p=3),1,20,19,H_4_1,H_4_1,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada020_cnn_t19_d0_inocua.png
9,Minimax(p=3),1,21,20,H_6_1,H_6_1,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada021_cnn_t20_d0_inocua.png
9,Minimax(p=3),1,22,21,H_8_1,H_8_1,3,3,0,1,1,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada022_cnn_t21_d0_inocua.png
9,Minimax(p=3),1,23,22,V_7_4,V_7_4,4,4,0,1,0,meio,inocua,Minimax_p_3/cnn1_partida0009/jogada023_cnn_t22_d0_inocua.png
9,Minimax(p=3),1,27,26,V_1_4,V_1_4,6,6,0,1,2,transicao,inocua,Minimax_p_3/cnn1_partida0009/jogada027_cnn_t26_d0_inocua.png
9,Minimax(p=3),1,28,27,H_2_5,H_2_5,5,5,0,1,2,transicao,inocua,Minimax_p_3/cnn1_partida0009/jogada028_cnn_t27_d0_inocua.png
9,Minimax(p=3),1,29,28,H_4_5,H_4_3,4,4,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0009/jogada029_cnn_t28_d0_inocua.png
9,Minimax(p=3),1,30,29,V_5_4,H_4_3,3,3,0,1,2,fim,inocua,Minimax_p_3/cnn1_partida0009/jogada030_cnn_t29_d0_inocua.png
