Tracos_Preenchidos,0,2,3
5,381,3205,3938
6,448,3191,4163
7,410,3095,4423
8,409,3202,4397
9,377,3135,4565
10,392,3261,4495
11,358,3111,4545
12,1354,11779,15765
13,1339,11578,16006
14,1317,11316,15713
15,1288,11487,15654
16,1299,11005,15542
17,1282,10732,15419
18,1906,15448,29232
19,1839,15526,26500
20,1763,15031,22907
21,1785,14027,20378
22,1901,12895,16864
23,1837,10860,12852
24,1114,12987,12361
25,1085,7728,5707
26,1090,4037,1896
27,0,1225,988
28,0,340,309
29,22,71,79
30,3,13,15
